sentiment_label,sentence,source
negative,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,headline
neutral,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",financialphrasebank
neutral,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,financialphrasebank
neutral,Diageo share price: Group issues half-year update,headline
positive,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,financialphrasebank
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",financialphrasebank
neutral,HSBC marks muted 150th birthday party with grain of rice sculptures,headline
neutral,Total value of the contract is about EUR 10mn .,financialphrasebank
neutral,Otherwise the situation is under control .,financialphrasebank
positive,Early victory for new CEO as Morrisons beats forecasts,headline
negative,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",financialphrasebank
neutral,Finnish food industry company L+�nnen Tehtaat is planning changes to its fish product business .,financialphrasebank
positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",financialphrasebank
positive,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",financialphrasebank
negative,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",financialphrasebank
neutral,All other charges were dismissed .,financialphrasebank
positive,"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",financialphrasebank
negative,FCA set to fine Lloyds record Â£100m over PPI,headline
neutral,"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO .",financialphrasebank
neutral,Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .,financialphrasebank
positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",financialphrasebank
neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",financialphrasebank
neutral,"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",financialphrasebank
neutral,Aspo 's net sales in 2006 totaled EUR 225.9 million .,financialphrasebank
positive,AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...,headline
positive,"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",financialphrasebank
positive,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",financialphrasebank
positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",financialphrasebank
neutral,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",financialphrasebank
positive,"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",financialphrasebank
neutral,"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",financialphrasebank
positive,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",financialphrasebank
neutral,PRESS: Tesco Cuts 450 Jobs As Final Homeplus Stores Closed - Sky News,headline
negative,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",headline
neutral,The most significant challengers in the market are Logset and Sampo-Rosenlew .,financialphrasebank
positive,"Britain's FTSE steadies, supported by Dixons Carphone",headline
neutral,It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .,financialphrasebank
neutral,Componenta will also offer a five-year subordinated loan for subscription by the public .,financialphrasebank
neutral,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",financialphrasebank
neutral,UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,headline
neutral,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",financialphrasebank
neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,financialphrasebank
negative,Prudential shares halted in Hong Kong pending announcement,headline
neutral,All are welcome .,financialphrasebank
neutral,"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia .",financialphrasebank
negative,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,financialphrasebank
neutral,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",financialphrasebank
neutral,"Jeder Beta-Tester erh+�lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+�glichkeit , die finale Version zu beeinflussen .",financialphrasebank
positive,This combined with foreign investments creates interesting opportunities for Solteq .,financialphrasebank
negative,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",financialphrasebank
neutral,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",financialphrasebank
neutral,Affecto has helped SKAT to set up the platform and has previously delivered several Business Intelligence projects for SKAT .,financialphrasebank
neutral,"`` Over the years , the color orange has become synonymous with quality .",financialphrasebank
positive,"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .",financialphrasebank
neutral,The deal was worth about EUR 1.2 mn .,financialphrasebank
neutral,"The interim report for the first quarter is published on May 8 , 2009 .",financialphrasebank
neutral,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",financialphrasebank
neutral,"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",financialphrasebank
negative,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,financialphrasebank
neutral,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",financialphrasebank
neutral,Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,financialphrasebank
positive,"Centrica extends gas deals with Gazprom, Statoil",headline
negative,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",financialphrasebank
