sentiment_label,sentence,source
positive,"However , the total orders received will still be above last year s levels .",financialphrasebank
neutral,Oil giant BP reports loss of $4.4 billion in 4th quarter of 2014,headline
neutral,Industry NewsStrong end to a tough year for Antofagasta,headline
neutral,We are also pleased to welcome the new employees to Tieto . ',financialphrasebank
positive,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,headline
positive,"Full-year net sales are expected to increase by approximately 10 % , the company said .",financialphrasebank
neutral,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,financialphrasebank
neutral,"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",financialphrasebank
positive,The court found TelecomInvest 's arguments convincing .,financialphrasebank
neutral,Exclusive - StanChart axes senior bankers in energy M&A team: sources,headline
neutral,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store .",financialphrasebank
positive,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",financialphrasebank
positive,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,headline
negative,Royal Mail chairman Donald Brydon set to step down,headline
positive,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,headline
neutral,"In the end , Sanoma News wants to secure its foundation with the savings .",financialphrasebank
positive,"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",financialphrasebank
positive,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",financialphrasebank
positive,Market Report: Aviva tops the market as traders approve of its choice of Friends,headline
negative,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",financialphrasebank
neutral,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",financialphrasebank
positive,The company feels these leases are prime locations due to several producing formations in the immediate area .,financialphrasebank
positive,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",financialphrasebank
negative,MarketsProperty stocks under pressure after Standard Life fund move,headline
neutral,"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",financialphrasebank
neutral,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",financialphrasebank
neutral,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",financialphrasebank
neutral,"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com",financialphrasebank
negative,"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",financialphrasebank
positive,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,financialphrasebank
neutral,The deal means that ten persons in three countries will transfer to Tieto .,financialphrasebank
neutral,CompaniesAB InBev-SABMiller deadline extended for 2nd time,headline
neutral,"The Company serves approximately 3,000 customers in over 100 countries .",financialphrasebank
neutral,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",financialphrasebank
neutral,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",financialphrasebank
neutral,The price will be specified at the completion date .,financialphrasebank
neutral,Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,financialphrasebank
positive,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",headline
positive,"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",financialphrasebank
neutral,The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,financialphrasebank
negative,Staley to face challenges at Barclays,headline
positive,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,financialphrasebank
neutral,The site will cover over six hectares .,financialphrasebank
neutral,"Schroders assets hit record in Q1, buoyed by institutional inflows",headline
neutral,The company says it is difficult to estimate the market situation for the whole year 2009 .,financialphrasebank
neutral,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,financialphrasebank
neutral,"The parties have also agreed that L+�nnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",financialphrasebank
positive,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",financialphrasebank
neutral,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,financialphrasebank
negative,"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",financialphrasebank
negative,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",financialphrasebank
positive,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",financialphrasebank
neutral,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",financialphrasebank
neutral,The second-quarter net sales are expected to be on par with the first quarter of 2009 .,financialphrasebank
neutral,The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region .,financialphrasebank
positive,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",financialphrasebank
neutral,"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .",financialphrasebank
negative,Sainsbury's pressed to raise bid for Home Retail Group,headline
positive,EBIT excluding non-recurring items was estimated to increase from 2009 .,financialphrasebank
neutral,CompaniesSmiths Group buys $710m US security system maker,headline
neutral,Unilever profit rises despite sales slump in China,headline
neutral,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",financialphrasebank
